SYMBOL,TOTTRDQTY,TIMESTAMP
YESBANK,114977373,20-Apr-20
ZEEL,23316257,20-Apr-20
ACC,1379968,21-Apr-20
ADANIENT,3576178,21-Apr-20
ADANIPORTS,2562045,21-Apr-20
ADANIPOWER,14129082,21-Apr-20
AMARAJABAT,843490,21-Apr-20
AMBUJACEM,2369603,21-Apr-20
APOLLOHOSP,1669512,21-Apr-20
APOLLOTYRE,3326415,21-Apr-20
ASHOKLEY,23738147,21-Apr-20
ASIANPAINT,1594930,21-Apr-20
AUROPHARMA,37163180,21-Apr-20
AXISBANK,33572228,21-Apr-20
BAJAJ-AUTO,702627,21-Apr-20
BAJAJFINSV,670944,21-Apr-20
BAJFINANCE,7384077,21-Apr-20
BALKRISIND,517676,21-Apr-20
BANDHANBNK,15122339,21-Apr-20
BANKBARODA,23452461,21-Apr-20
BATAINDIA,1824989,21-Apr-20
BEL,20673343,21-Apr-20
BERGEPAINT,1593223,21-Apr-20
BHARATFORG,3072550,21-Apr-20
BHARTIARTL,15491009,21-Apr-20
BHEL,23711520,21-Apr-20
BIOCON,10212965,21-Apr-20
BOSCHLTD,24156,21-Apr-20
BPCL,5141703,21-Apr-20
BRITANNIA,1129799,21-Apr-20
CADILAHC,12650701,21-Apr-20
CANBK,13216464,21-Apr-20
CENTURYTEX,1124394,21-Apr-20
CESC,1933614,21-Apr-20
CHOLAFIN,9325938,21-Apr-20
CIPLA,14471886,21-Apr-20
COALINDIA,6501383,21-Apr-20
COLPAL,768673,21-Apr-20
CONCOR,1414222,21-Apr-20
CUMMINSIND,1674880,21-Apr-20
DABUR,4519020,21-Apr-20
DIVISLAB,1365316,21-Apr-20
DLF,12612460,21-Apr-20
DRREDDY,2847875,21-Apr-20
EICHERMOT,165660,21-Apr-20
EQUITAS,15557560,21-Apr-20
ESCORTS,2270798,21-Apr-20
EXIDEIND,2361452,21-Apr-20
FEDERALBNK,20824842,21-Apr-20
GAIL,19282457,21-Apr-20
GLENMARK,9106077,21-Apr-20
GMRINFRA,6147182,21-Apr-20
GODREJCP,2302751,21-Apr-20
GODREJPROP,285651,21-Apr-20
GRASIM,2588715,21-Apr-20
HAVELLS,2296205,21-Apr-20
HCLTECH,3405204,21-Apr-20
HDFC,6604554,21-Apr-20
HDFCBANK,16589148,21-Apr-20
HDFCLIFE,2902454,21-Apr-20
HEROMOTOCO,1650673,21-Apr-20
HINDALCO,22935461,21-Apr-20
HINDPETRO,6911751,21-Apr-20
HINDUNILVR,3227339,21-Apr-20
IBULHSGFIN,37693411,21-Apr-20
ICICIBANK,50118816,21-Apr-20
ICICIPRULI,2670354,21-Apr-20
IDEA,251820879,21-Apr-20
IDFCFIRSTB,19565309,21-Apr-20
IGL,1681464,21-Apr-20
INDIGO,2044264,21-Apr-20
INDUSINDBK,29551620,21-Apr-20
INFRATEL,7392996,21-Apr-20
INFY,11660678,21-Apr-20
IOC,13638140,21-Apr-20
ITC,23334550,21-Apr-20
JINDALSTEL,32750979,21-Apr-20
JSWSTEEL,10887919,21-Apr-20
JUBLFOOD,1147783,21-Apr-20
JUSTDIAL,3248837,21-Apr-20
KOTAKBANK,4799848,21-Apr-20
L&TFH,10713703,21-Apr-20
LICHSGFIN,2491661,21-Apr-20
LT,5122597,21-Apr-20
LUPIN,5837277,21-Apr-20
M&M,8003782,21-Apr-20
M&MFIN,4793274,21-Apr-20
MANAPPURAM,7432826,21-Apr-20
MARICO,2306133,21-Apr-20
MARUTI,1843174,21-Apr-20
MCDOWELL-N,3008708,21-Apr-20
MFSL,1479123,21-Apr-20
MGL,675268,21-Apr-20
MINDTREE,437848,21-Apr-20
MOTHERSUMI,38995385,21-Apr-20
MRF,12670,21-Apr-20
MUTHOOTFIN,1702407,21-Apr-20
NATIONALUM,12590869,21-Apr-20
NAUKRI,227001,21-Apr-20
NCC,35721309,21-Apr-20
NESTLEIND,133756,21-Apr-20
NIITTECH,349913,21-Apr-20
NMDC,6847181,21-Apr-20
NTPC,15085297,21-Apr-20
OIL,2087100,21-Apr-20
ONGC,27607651,21-Apr-20
PAGEIND,43256,21-Apr-20
PEL,1843249,21-Apr-20
PETRONET,2014719,21-Apr-20
PFC,3465704,21-Apr-20
PIDILITIND,1079429,21-Apr-20
PNB,21858220,21-Apr-20
POWERGRID,7827691,21-Apr-20
PVR,1893688,21-Apr-20
RAMCOCEM,508348,21-Apr-20
RBLBANK,23424141,21-Apr-20
RECLTD,4756372,21-Apr-20
RELIANCE,28057706,21-Apr-20
SAIL,19026191,21-Apr-20
SBIN,53043573,21-Apr-20
SHREECEM,43173,21-Apr-20
SIEMENS,182188,21-Apr-20
SRF,208989,21-Apr-20
SRTRANSFIN,7399913,21-Apr-20
SUNPHARMA,30022318,21-Apr-20
SUNTV,2811695,21-Apr-20
TATACHEM,1465907,21-Apr-20
TATACONSUM,3462477,21-Apr-20
TATAMOTORS,58249560,21-Apr-20
TATAPOWER,11655142,21-Apr-20
TATASTEEL,16925417,21-Apr-20
TCS,5122606,21-Apr-20
TECHM,2950307,21-Apr-20
TITAN,3717573,21-Apr-20
TORNTPHARM,1093085,21-Apr-20
TORNTPOWER,374093,21-Apr-20
TVSMOTOR,3939566,21-Apr-20
UBL,690198,21-Apr-20
UJJIVAN,6587600,21-Apr-20
ULTRACEMCO,533462,21-Apr-20
UPL,2817261,21-Apr-20
VEDL,44069545,21-Apr-20
VOLTAS,2136475,21-Apr-20
WIPRO,9043319,21-Apr-20
YESBANK,76224557,21-Apr-20
ZEEL,14998851,21-Apr-20
,,
