SYMBOL,EXPIRY_DT,OPEN_INT,CHG_IN_OI,TIMESTAMP,HighCOI%
YESBANK,26-Mar-2020,5852000.0,-3528800.0,06-MAR-2020,-60.30075187969924
YESBANK,26-Mar-2020,2252800.0,-1962400.0,06-MAR-2020,-87.109375
YESBANK,26-Mar-2020,7436000.0,-3590400.0,06-MAR-2020,-48.28402366863905
YESBANK,26-Mar-2020,3036000.0,-9319200.0,06-MAR-2020,-306.95652173913044
YESBANK,26-Mar-2020,4840000.0,-5429600.0,06-MAR-2020,-112.18181818181819
YESBANK,26-Mar-2020,1936000.0,-3713600.0,06-MAR-2020,-191.8181818181818
YESBANK,26-Mar-2020,2490400.0,-2499200.0,06-MAR-2020,-100.35335689045937
YESBANK,26-Mar-2020,2085600.0,-862400.0,06-MAR-2020,-41.35021097046413
YESBANK,26-Mar-2020,1100000.0,-316800.0,06-MAR-2020,-28.799999999999997
YESBANK,26-Mar-2020,651200.0,-237600.0,06-MAR-2020,-36.486486486486484
YESBANK,26-Mar-2020,1196800.0,-272800.0,06-MAR-2020,-22.794117647058822
YESBANK,26-Mar-2020,352000.0,-184800.0,06-MAR-2020,-52.5
YESBANK,26-Mar-2020,501600.0,-17600.0,06-MAR-2020,-3.508771929824561
YESBANK,26-Mar-2020,149600.0,-26400.0,06-MAR-2020,-17.647058823529413
YESBANK,26-Mar-2020,88000.0,-8800.0,06-MAR-2020,-10.0
YESBANK,26-Mar-2020,149600.0,-35200.0,06-MAR-2020,-23.52941176470588
YESBANK,30-Apr-2020,44000.0,44000.0,06-MAR-2020,100.0
YESBANK,30-Apr-2020,26400.0,17600.0,06-MAR-2020,66.66666666666666
YESBANK,30-Apr-2020,70400.0,17600.0,06-MAR-2020,25.0
YESBANK,30-Apr-2020,237600.0,-8800.0,06-MAR-2020,-3.7037037037037033
YESBANK,30-Apr-2020,281600.0,-123200.0,06-MAR-2020,-43.75
YESBANK,30-Apr-2020,369600.0,-140800.0,06-MAR-2020,-38.095238095238095
YESBANK,30-Apr-2020,140800.0,-8800.0,06-MAR-2020,-6.25
YESBANK,30-Apr-2020,202400.0,-114400.0,06-MAR-2020,-56.52173913043478
YESBANK,30-Apr-2020,26400.0,17600.0,06-MAR-2020,66.66666666666666
YESBANK,30-Apr-2020,105600.0,-79200.0,06-MAR-2020,-75.0
YESBANK,30-Apr-2020,70400.0,-35200.0,06-MAR-2020,-50.0
YESBANK,30-Apr-2020,1188000.0,26400.0,06-MAR-2020,2.2222222222222223
YESBANK,30-Apr-2020,360800.0,-8800.0,06-MAR-2020,-2.4390243902439024
ZEEL,26-Mar-2020,10200.0,1700.0,06-MAR-2020,16.666666666666664
ZEEL,26-Mar-2020,205700.0,180200.0,06-MAR-2020,87.60330578512396
ZEEL,26-Mar-2020,836400.0,285600.0,06-MAR-2020,34.146341463414636
ZEEL,26-Mar-2020,1122000.0,103700.0,06-MAR-2020,9.242424242424242
ZEEL,26-Mar-2020,756500.0,44200.0,06-MAR-2020,5.842696629213483
ZEEL,26-Mar-2020,382500.0,17000.0,06-MAR-2020,4.444444444444445
ZEEL,26-Mar-2020,134300.0,1700.0,06-MAR-2020,1.2658227848101267
ZEEL,26-Mar-2020,42500.0,-13600.0,06-MAR-2020,-32.0
ZEEL,26-Mar-2020,1700.0,1700.0,06-MAR-2020,100.0
ZEEL,26-Mar-2020,6800.0,-3400.0,06-MAR-2020,-50.0
ZEEL,26-Mar-2020,32300.0,22100.0,06-MAR-2020,68.42105263157895
ZEEL,26-Mar-2020,47600.0,35700.0,06-MAR-2020,75.0
ZEEL,26-Mar-2020,234600.0,76500.0,06-MAR-2020,32.608695652173914
ZEEL,26-Mar-2020,402900.0,124100.0,06-MAR-2020,30.801687763713083
ZEEL,26-Mar-2020,341700.0,-69700.0,06-MAR-2020,-20.398009950248756
ZEEL,26-Mar-2020,555900.0,-81600.0,06-MAR-2020,-14.678899082568808
ZEEL,26-Mar-2020,190400.0,-11900.0,06-MAR-2020,-6.25
ZEEL,26-Mar-2020,35700.0,-10200.0,06-MAR-2020,-28.57142857142857
ZEEL,26-Mar-2020,13600.0,-1700.0,06-MAR-2020,-12.5
ZEEL,30-Apr-2020,3400.0,1700.0,06-MAR-2020,50.0
ZEEL,30-Apr-2020,1700.0,1700.0,06-MAR-2020,100.0
ZEEL,30-Apr-2020,11900.0,5100.0,06-MAR-2020,42.857142857142854
ZEEL,30-Apr-2020,8500.0,3400.0,06-MAR-2020,40.0
BANKNIFTY,26-Mar-2020,1316080.0,96920.0,09-MAR-2020,7.364293963892772
BANKNIFTY,30-Apr-2020,90940.0,6320.0,09-MAR-2020,6.949637123378051
BANKNIFTY,28-May-2020,54240.0,960.0,09-MAR-2020,1.7699115044247788
NIFTY,26-Mar-2020,17250675.0,-162975.0,09-MAR-2020,-0.9447456403879848
NIFTY,30-Apr-2020,1854000.0,104400.0,09-MAR-2020,5.631067961165048
NIFTY,28-May-2020,710850.0,87675.0,09-MAR-2020,12.333825701624814
NIFTYIT,26-Mar-2020,5250.0,150.0,09-MAR-2020,2.857142857142857
NIFTYIT,30-Apr-2020,400.0,150.0,09-MAR-2020,37.5
ACC,26-Mar-2020,3125200.0,-137200.0,09-MAR-2020,-4.390119032381928
ACC,30-Apr-2020,72400.0,12000.0,09-MAR-2020,16.574585635359114
ACC,28-May-2020,400.0,400.0,09-MAR-2020,100.0
ADANIENT,26-Mar-2020,25876000.0,-240000.0,09-MAR-2020,-0.9275003864584944
ADANIENT,28-May-2020,4000.0,4000.0,09-MAR-2020,100.0
ADANIPORTS,26-Mar-2020,34577500.0,-555000.0,09-MAR-2020,-1.6050900151832839
ADANIPORTS,30-Apr-2020,575000.0,25000.0,09-MAR-2020,4.3478260869565215
ADANIPOWER,26-Mar-2020,72460000.0,-220000.0,09-MAR-2020,-0.3036157880209771
ADANIPOWER,30-Apr-2020,630000.0,30000.0,09-MAR-2020,4.761904761904762
AMARAJABAT,26-Mar-2020,1781600.0,-68000.0,09-MAR-2020,-3.816793893129771
AMARAJABAT,30-Apr-2020,24000.0,2400.0,09-MAR-2020,10.0
AMBUJACEM,26-Mar-2020,19057500.0,170000.0,09-MAR-2020,0.8920372556736192
AMBUJACEM,30-Apr-2020,182500.0,50000.0,09-MAR-2020,27.397260273972602
APOLLOHOSP,26-Mar-2020,1611000.0,-59500.0,09-MAR-2020,-3.693358162631906
APOLLOHOSP,30-Apr-2020,31000.0,-2000.0,09-MAR-2020,-6.451612903225806
APOLLOTYRE,26-Mar-2020,15099000.0,-222000.0,09-MAR-2020,-1.470296046095768
APOLLOTYRE,30-Apr-2020,651000.0,138000.0,09-MAR-2020,21.19815668202765
ASHOKLEY,26-Mar-2020,57984000.0,248000.0,09-MAR-2020,0.42770419426048567
ASHOKLEY,30-Apr-2020,2160000.0,192000.0,09-MAR-2020,8.88888888888889
ASIANPAINT,26-Mar-2020,7629000.0,192600.0,09-MAR-2020,2.524577270939835
ASIANPAINT,30-Apr-2020,204000.0,6600.0,09-MAR-2020,3.2352941176470593
ASIANPAINT,28-May-2020,6600.0,1200.0,09-MAR-2020,18.181818181818183
AUROPHARMA,26-Mar-2020,12131000.0,-338000.0,09-MAR-2020,-2.7862501030417937
AUROPHARMA,30-Apr-2020,282000.0,119000.0,09-MAR-2020,42.198581560283685
AUROPHARMA,28-May-2020,90000.0,4000.0,09-MAR-2020,4.444444444444445
AXISBANK,26-Mar-2020,50804400.0,-2364000.0,09-MAR-2020,-4.653140279188417
AXISBANK,30-Apr-2020,2619600.0,746400.0,09-MAR-2020,28.492899679340354
AXISBANK,28-May-2020,30000.0,4800.0,09-MAR-2020,16.0
BAJAJ-AUTO,26-Mar-2020,2114000.0,190750.0,09-MAR-2020,9.023178807947021
BAJAJ-AUTO,30-Apr-2020,36000.0,4750.0,09-MAR-2020,13.194444444444445
BAJAJFINSV,26-Mar-2020,972875.0,-47625.0,09-MAR-2020,-4.89528459462932
BAJAJFINSV,30-Apr-2020,8375.0,1000.0,09-MAR-2020,11.940298507462686
BAJFINANCE,26-Mar-2020,6280500.0,-12250.0,09-MAR-2020,-0.1950481649550195
BAJFINANCE,30-Apr-2020,207250.0,40750.0,09-MAR-2020,19.662243667068758
BAJFINANCE,28-May-2020,13500.0,-1500.0,09-MAR-2020,-11.11111111111111
BALKRISIND,26-Mar-2020,1555200.0,-93600.0,09-MAR-2020,-6.018518518518518
BALKRISIND,30-Apr-2020,11200.0,1600.0,09-MAR-2020,14.285714285714285
BANDHANBNK,26-Mar-2020,4760400.0,387600.0,09-MAR-2020,8.14217292664482
BANDHANBNK,30-Apr-2020,68400.0,13200.0,09-MAR-2020,19.298245614035086
BANDHANBNK,28-May-2020,38400.0,1200.0,09-MAR-2020,3.125
BANKBARODA,26-Mar-2020,61732800.0,-1134000.0,09-MAR-2020,-1.8369489153254024
BANKBARODA,30-Apr-2020,2543400.0,-43200.0,09-MAR-2020,-1.6985138004246285
BANKBARODA,28-May-2020,129600.0,48600.0,09-MAR-2020,37.5
BATAINDIA,26-Mar-2020,2558600.0,-92400.0,09-MAR-2020,-3.611349957007739
BATAINDIA,30-Apr-2020,35750.0,4400.0,09-MAR-2020,12.307692307692308
BATAINDIA,28-May-2020,9350.0,-2750.0,09-MAR-2020,-29.411764705882355
BEL,26-Mar-2020,37644000.0,-2148000.0,09-MAR-2020,-5.706088619700351
BEL,30-Apr-2020,1248000.0,72000.0,09-MAR-2020,5.769230769230769
BEL,28-May-2020,66000.0,6000.0,09-MAR-2020,9.090909090909092
BERGEPAINT,26-Mar-2020,5942200.0,-257400.0,09-MAR-2020,-4.331728989263236
BHARATFORG,26-Mar-2020,7222800.0,114400.0,09-MAR-2020,1.5838732901367891
BHARATFORG,30-Apr-2020,71500.0,1300.0,09-MAR-2020,1.8181818181818181
BHARTIARTL,26-Mar-2020,51535542.0,-633042.0,09-MAR-2020,-1.2283600316069248
BHARTIARTL,30-Apr-2020,2021292.0,266544.0,09-MAR-2020,13.186813186813188
BHARTIARTL,28-May-2020,77742.0,5553.0,09-MAR-2020,7.142857142857142
BHEL,26-Mar-2020,75504000.0,-1341600.0,09-MAR-2020,-1.7768595041322315
BHEL,30-Apr-2020,6853600.0,436800.0,09-MAR-2020,6.373292867981791
BHEL,28-May-2020,374400.0,52000.0,09-MAR-2020,13.88888888888889
BIOCON,26-Mar-2020,10244200.0,-253000.0,09-MAR-2020,-2.469690166142793
BIOCON,30-Apr-2020,446200.0,89700.0,09-MAR-2020,20.103092783505154
BOSCHLTD,26-Mar-2020,153160.0,3400.0,09-MAR-2020,2.2199007573779057
BOSCHLTD,30-Apr-2020,960.0,400.0,09-MAR-2020,41.66666666666667
BPCL,26-Mar-2020,23949000.0,-894600.0,09-MAR-2020,-3.73543780533634
BPCL,30-Apr-2020,475200.0,-12600.0,09-MAR-2020,-2.6515151515151514
BPCL,28-May-2020,30600.0,12600.0,09-MAR-2020,41.17647058823529
BRITANNIA,26-Mar-2020,1744000.0,-10400.0,09-MAR-2020,-0.5963302752293578
BRITANNIA,30-Apr-2020,13600.0,-1200.0,09-MAR-2020,-8.823529411764707
CADILAHC,26-Mar-2020,4875200.0,-275000.0,09-MAR-2020,-5.640794223826714
CADILAHC,30-Apr-2020,125400.0,24200.0,09-MAR-2020,19.298245614035086
CADILAHC,28-May-2020,8800.0,6600.0,09-MAR-2020,75.0
CANBK,26-Mar-2020,17602000.0,252200.0,09-MAR-2020,1.4327917282127032
CANBK,30-Apr-2020,1185600.0,267800.0,09-MAR-2020,22.587719298245617
CANBK,28-May-2020,54600.0,5200.0,09-MAR-2020,9.523809523809524
CENTURYTEX,26-Mar-2020,2542200.0,-133200.0,09-MAR-2020,-5.239556289827709
CENTURYTEX,30-Apr-2020,27600.0,-1800.0,09-MAR-2020,-6.521739130434782
CESC,26-Mar-2020,1714400.0,-126400.0,09-MAR-2020,-7.372841810545963
CESC,30-Apr-2020,25600.0,1600.0,09-MAR-2020,6.25
CESC,28-May-2020,800.0,800.0,09-MAR-2020,100.0
CHOLAFIN,26-Mar-2020,5575000.0,-1085000.0,09-MAR-2020,-19.46188340807175
CIPLA,26-Mar-2020,11693200.0,-230000.0,09-MAR-2020,-1.9669551534225018
CIPLA,30-Apr-2020,178250.0,6900.0,09-MAR-2020,3.870967741935484
CIPLA,28-May-2020,5750.0,1150.0,09-MAR-2020,20.0
COALINDIA,26-Mar-2020,38709900.0,-7630200.0,09-MAR-2020,-19.711236660389204
COALINDIA,30-Apr-2020,1717200.0,45900.0,09-MAR-2020,2.6729559748427674
COALINDIA,28-May-2020,43200.0,10800.0,09-MAR-2020,25.0
COLPAL,26-Mar-2020,2248400.0,-148400.0,09-MAR-2020,-6.60024906600249
COLPAL,30-Apr-2020,38500.0,2100.0,09-MAR-2020,5.454545454545454
COLPAL,28-May-2020,2800.0,2100.0,09-MAR-2020,75.0
CONCOR,26-Mar-2020,5672127.0,318852.0,09-MAR-2020,5.621383301184899
CONCOR,30-Apr-2020,62520.0,9378.0,09-MAR-2020,15.0
CONCOR,28-May-2020,3126.0,-1563.0,09-MAR-2020,-50.0
CUMMINSIND,26-Mar-2020,1394100.0,6300.0,09-MAR-2020,0.4519044544867657
CUMMINSIND,30-Apr-2020,24300.0,4500.0,09-MAR-2020,18.51851851851852
DABUR,26-Mar-2020,10872500.0,-281250.0,09-MAR-2020,-2.586801563577834
DABUR,30-Apr-2020,86250.0,8750.0,09-MAR-2020,10.144927536231885
DABUR,28-May-2020,8750.0,3750.0,09-MAR-2020,42.857142857142854
DIVISLAB,26-Mar-2020,2032000.0,-62800.0,09-MAR-2020,-3.0905511811023625
DIVISLAB,30-Apr-2020,136800.0,-2400.0,09-MAR-2020,-1.7543859649122806
DIVISLAB,28-May-2020,6000.0,1200.0,09-MAR-2020,20.0
DLF,26-Mar-2020,39963000.0,2352900.0,09-MAR-2020,5.887696118909991
DLF,30-Apr-2020,1227600.0,23100.0,09-MAR-2020,1.881720430107527
DLF,28-May-2020,9900.0,-3300.0,09-MAR-2020,-33.33333333333333
DRREDDY,26-Mar-2020,2085750.0,-141500.0,09-MAR-2020,-6.784130408725877
DRREDDY,30-Apr-2020,51250.0,-500.0,09-MAR-2020,-0.975609756097561
DRREDDY,28-May-2020,2750.0,-250.0,09-MAR-2020,-9.090909090909092
EICHERMOT,26-Mar-2020,202590.0,-450.0,09-MAR-2020,-0.2221235006663705
EICHERMOT,30-Apr-2020,4260.0,390.0,09-MAR-2020,9.15492957746479
EICHERMOT,28-May-2020,450.0,360.0,09-MAR-2020,80.0
EQUITAS,26-Mar-2020,16429700.0,-833000.0,09-MAR-2020,-5.0700864897107065
EQUITAS,30-Apr-2020,284200.0,-19600.0,09-MAR-2020,-6.896551724137931
EQUITAS,28-May-2020,34300.0,4900.0,09-MAR-2020,14.285714285714285
ESCORTS,26-Mar-2020,4119500.0,-151800.0,09-MAR-2020,-3.6849132176234978
ESCORTS,30-Apr-2020,88000.0,-8800.0,09-MAR-2020,-10.0
EXIDEIND,26-Mar-2020,8926200.0,-316100.0,09-MAR-2020,-3.541260558804418
EXIDEIND,30-Apr-2020,185600.0,49300.0,09-MAR-2020,26.5625
EXIDEIND,28-May-2020,5800.0,2900.0,09-MAR-2020,50.0
FEDERALBNK,26-Mar-2020,61677000.0,-707000.0,09-MAR-2020,-1.146294404721371
FEDERALBNK,30-Apr-2020,1750000.0,112000.0,09-MAR-2020,6.4
FEDERALBNK,28-May-2020,77000.0,35000.0,09-MAR-2020,45.45454545454545
GAIL,26-Mar-2020,32766762.0,-400050.0,09-MAR-2020,-1.2209018394921047
GAIL,30-Apr-2020,1072134.0,5334.0,09-MAR-2020,0.4975124378109453
GAIL,28-May-2020,42672.0,16002.0,09-MAR-2020,37.5
GLENMARK,26-Mar-2020,7375200.0,-259000.0,09-MAR-2020,-3.511769172361427
GLENMARK,30-Apr-2020,148400.0,30800.0,09-MAR-2020,20.754716981132077
GLENMARK,28-May-2020,28000.0,22400.0,09-MAR-2020,80.0
GMRINFRA,26-Mar-2020,185805000.0,-8370000.0,09-MAR-2020,-4.50472269314604
GMRINFRA,30-Apr-2020,4635000.0,2610000.0,09-MAR-2020,56.310679611650485
GMRINFRA,28-May-2020,180000.0,45000.0,09-MAR-2020,25.0
GODREJCP,26-Mar-2020,7363200.0,-246400.0,09-MAR-2020,-3.346371142981312
GODREJCP,30-Apr-2020,52800.0,-2400.0,09-MAR-2020,-4.545454545454546
GRASIM,26-Mar-2020,27857250.0,-221250.0,09-MAR-2020,-0.7942277145087903
GRASIM,30-Apr-2020,196500.0,9000.0,09-MAR-2020,4.580152671755725
HAVELLS,26-Mar-2020,6324000.0,-108000.0,09-MAR-2020,-1.7077798861480076
HCLTECH,26-Mar-2020,20804000.0,-525000.0,09-MAR-2020,-2.5235531628532972
HCLTECH,30-Apr-2020,194600.0,2800.0,09-MAR-2020,1.4388489208633095
HCLTECH,28-May-2020,2800.0,1400.0,09-MAR-2020,50.0
HDFC,26-Mar-2020,34342750.0,51750.0,09-MAR-2020,0.1506868261860218
HDFC,30-Apr-2020,1737000.0,163250.0,09-MAR-2020,9.39838802533103
HDFC,28-May-2020,21000.0,1250.0,09-MAR-2020,5.952380952380952
HDFCBANK,26-Mar-2020,33438000.0,-1597500.0,09-MAR-2020,-4.777498654225731
HDFCBANK,30-Apr-2020,894500.0,191000.0,09-MAR-2020,21.3527110117384
HDFCBANK,28-May-2020,102500.0,8500.0,09-MAR-2020,8.292682926829269
HDFCLIFE,26-Mar-2020,2272500.0,536400.0,09-MAR-2020,23.603960396039604
HDFCLIFE,30-Apr-2020,48600.0,13500.0,09-MAR-2020,27.77777777777778
HEROMOTOCO,26-Mar-2020,3370200.0,-140600.0,09-MAR-2020,-4.171859236840544
HEROMOTOCO,30-Apr-2020,62000.0,800.0,09-MAR-2020,1.2903225806451613
HEROMOTOCO,28-May-2020,1000.0,200.0,09-MAR-2020,20.0
HINDALCO,26-Mar-2020,44894500.0,-959000.0,09-MAR-2020,-2.136119123723396
HINDALCO,30-Apr-2020,773500.0,45500.0,09-MAR-2020,5.88235294117647
HINDALCO,28-May-2020,21000.0,7000.0,09-MAR-2020,33.33333333333333
HINDPETRO,26-Mar-2020,12112800.0,-1415400.0,09-MAR-2020,-11.685159500693482
HINDPETRO,30-Apr-2020,369600.0,27300.0,09-MAR-2020,7.386363636363637
HINDPETRO,28-May-2020,29400.0,2100.0,09-MAR-2020,7.142857142857142
HINDUNILVR,26-Mar-2020,11091000.0,-431400.0,09-MAR-2020,-3.8896402488504194
HINDUNILVR,30-Apr-2020,386700.0,111900.0,09-MAR-2020,28.937160589604343
IBULHSGFIN,26-Mar-2020,22957200.0,-1243200.0,09-MAR-2020,-5.415294548115624
IBULHSGFIN,30-Apr-2020,1814400.0,94800.0,09-MAR-2020,5.224867724867725
IBULHSGFIN,28-May-2020,74400.0,6000.0,09-MAR-2020,8.064516129032258
ICICIBANK,26-Mar-2020,97736375.0,698500.0,09-MAR-2020,0.7146776213052715
ICICIBANK,30-Apr-2020,5064125.0,807125.0,09-MAR-2020,15.938093945153408
ICICIBANK,28-May-2020,34375.0,-1375.0,09-MAR-2020,-4.0
ICICIPRULI,26-Mar-2020,9780000.0,18000.0,09-MAR-2020,0.18404907975460122
ICICIPRULI,30-Apr-2020,57000.0,1500.0,09-MAR-2020,2.631578947368421
ICICIPRULI,28-May-2020,1500.0,1500.0,09-MAR-2020,100.0
IDEA,26-Mar-2020,571242000.0,107408000.0,09-MAR-2020,18.802539028992964
IDEA,30-Apr-2020,13818000.0,1078000.0,09-MAR-2020,7.801418439716312
IDFCFIRSTB,26-Mar-2020,180648000.0,-1020000.0,09-MAR-2020,-0.5646339843231035
IDFCFIRSTB,30-Apr-2020,30756000.0,1668000.0,09-MAR-2020,5.423332032774093
IDFCFIRSTB,28-May-2020,3156000.0,180000.0,09-MAR-2020,5.7034220532319395
IGL,26-Mar-2020,10972500.0,-327250.0,09-MAR-2020,-2.982456140350877
IGL,30-Apr-2020,176000.0,49500.0,09-MAR-2020,28.125
INDIGO,26-Mar-2020,3198600.0,-139500.0,09-MAR-2020,-4.3612830613393365
INDIGO,30-Apr-2020,59400.0,-3000.0,09-MAR-2020,-5.05050505050505
INDIGO,28-May-2020,1200.0,-300.0,09-MAR-2020,-25.0
INDUSINDBK,26-Mar-2020,13510800.0,245600.0,09-MAR-2020,1.8178050152470617
INDUSINDBK,30-Apr-2020,188400.0,-13600.0,09-MAR-2020,-7.218683651804671
INDUSINDBK,28-May-2020,20800.0,2000.0,09-MAR-2020,9.615384615384617
INFRATEL,26-Mar-2020,9182000.0,-352000.0,09-MAR-2020,-3.833587453713788
INFRATEL,30-Apr-2020,114000.0,-32000.0,09-MAR-2020,-28.07017543859649
INFY,26-Mar-2020,25639200.0,-1512000.0,09-MAR-2020,-5.8972198820556025
INFY,30-Apr-2020,1069200.0,498000.0,09-MAR-2020,46.57687991021324
INFY,28-May-2020,33600.0,4800.0,09-MAR-2020,14.285714285714285
IOC,26-Mar-2020,48504000.0,2216000.0,09-MAR-2020,4.5686953653306945
IOC,30-Apr-2020,2432000.0,-44000.0,09-MAR-2020,-1.8092105263157896
IOC,28-May-2020,132000.0,12000.0,09-MAR-2020,9.090909090909092
ITC,26-Mar-2020,162240000.0,-2563200.0,09-MAR-2020,-1.5798816568047338
ITC,30-Apr-2020,4742400.0,1032000.0,09-MAR-2020,21.761133603238868
ITC,28-May-2020,652800.0,43200.0,09-MAR-2020,6.61764705882353
JINDALSTEL,26-Mar-2020,39295000.0,1090000.0,09-MAR-2020,2.773889807863596
JINDALSTEL,30-Apr-2020,405000.0,45000.0,09-MAR-2020,11.11111111111111
JINDALSTEL,28-May-2020,35000.0,-5000.0,09-MAR-2020,-14.285714285714285
JSWSTEEL,26-Mar-2020,39210400.0,-2543800.0,09-MAR-2020,-6.487564523697794
JSWSTEEL,30-Apr-2020,310500.0,-27600.0,09-MAR-2020,-8.88888888888889
JUBLFOOD,26-Mar-2020,2529500.0,-224500.0,09-MAR-2020,-8.875271792844435
JUBLFOOD,30-Apr-2020,32500.0,7500.0,09-MAR-2020,23.076923076923077
JUSTDIAL,26-Mar-2020,2900800.0,22400.0,09-MAR-2020,0.7722007722007722
JUSTDIAL,30-Apr-2020,60200.0,5600.0,09-MAR-2020,9.30232558139535
KOTAKBANK,26-Mar-2020,9004400.0,-375200.0,09-MAR-2020,-4.166851761361112
KOTAKBANK,30-Apr-2020,210400.0,13200.0,09-MAR-2020,6.273764258555133
L&TFH,26-Mar-2020,18228000.0,-621600.0,09-MAR-2020,-3.410138248847926
L&TFH,30-Apr-2020,1590400.0,100800.0,09-MAR-2020,6.338028169014084
L&TFH,28-May-2020,336000.0,11200.0,09-MAR-2020,3.3333333333333335
LICHSGFIN,26-Mar-2020,12630800.0,-347100.0,09-MAR-2020,-2.748044462741869
LICHSGFIN,30-Apr-2020,431600.0,-22100.0,09-MAR-2020,-5.120481927710843
LT,26-Mar-2020,19133250.0,-745500.0,09-MAR-2020,-3.8963584336168715
LT,30-Apr-2020,742125.0,274875.0,09-MAR-2020,37.0389085396665
LT,28-May-2020,14625.0,3750.0,09-MAR-2020,25.64102564102564
LUPIN,26-Mar-2020,6036100.0,-79100.0,09-MAR-2020,-1.3104487997216747
LUPIN,30-Apr-2020,128100.0,-10500.0,09-MAR-2020,-8.19672131147541
M&M,26-Mar-2020,14054000.0,-248000.0,09-MAR-2020,-1.7646221716237371
M&M,30-Apr-2020,240000.0,-4000.0,09-MAR-2020,-1.6666666666666667
M&M,28-May-2020,13000.0,1000.0,09-MAR-2020,7.6923076923076925
M&MFIN,26-Mar-2020,8075200.0,-100800.0,09-MAR-2020,-1.248266296809986
M&MFIN,30-Apr-2020,710400.0,1600.0,09-MAR-2020,0.22522522522522523
M&MFIN,28-May-2020,11200.0,3200.0,09-MAR-2020,28.57142857142857
MANAPPURAM,26-Mar-2020,23574000.0,1428000.0,09-MAR-2020,6.057520997709341
MANAPPURAM,30-Apr-2020,654000.0,24000.0,09-MAR-2020,3.669724770642202
MARICO,26-Mar-2020,12916800.0,-140400.0,09-MAR-2020,-1.0869565217391304
MARICO,30-Apr-2020,161200.0,55900.0,09-MAR-2020,34.67741935483871
MARICO,28-May-2020,2600.0,2600.0,09-MAR-2020,100.0
MARUTI,26-Mar-2020,3079600.0,77000.0,09-MAR-2020,2.500324717495779
MARUTI,30-Apr-2020,86200.0,7500.0,09-MAR-2020,8.700696055684455
MARUTI,28-May-2020,2300.0,1300.0,09-MAR-2020,56.52173913043478
MCDOWELL-N,26-Mar-2020,15401250.0,70000.0,09-MAR-2020,0.4545085626166707
MCDOWELL-N,30-Apr-2020,212500.0,-3750.0,09-MAR-2020,-1.7647058823529411
MFSL,26-Mar-2020,3151200.0,-305500.0,09-MAR-2020,-9.694719471947193
MFSL,30-Apr-2020,41600.0,-3900.0,09-MAR-2020,-9.375
MGL,26-Mar-2020,2299200.0,-133800.0,09-MAR-2020,-5.819415448851775
MINDTREE,26-Mar-2020,1413600.0,262400.0,09-MAR-2020,18.562535370684778
MINDTREE,30-Apr-2020,54400.0,12000.0,09-MAR-2020,22.058823529411764
MOTHERSUMI,26-Mar-2020,28025000.0,965000.0,09-MAR-2020,3.4433541480820695
MOTHERSUMI,28-May-2020,40000.0,-5000.0,09-MAR-2020,-12.5
MRF,26-Mar-2020,22670.0,-320.0,09-MAR-2020,-1.4115571239523599
MRF,30-Apr-2020,210.0,30.0,09-MAR-2020,14.285714285714285
MUTHOOTFIN,26-Mar-2020,4165500.0,-229500.0,09-MAR-2020,-5.509542671948146
MUTHOOTFIN,30-Apr-2020,73500.0,7500.0,09-MAR-2020,10.204081632653061
MUTHOOTFIN,28-May-2020,1500.0,1500.0,09-MAR-2020,100.0
NATIONALUM,26-Mar-2020,35041500.0,-678600.0,09-MAR-2020,-1.9365609348914858
NATIONALUM,30-Apr-2020,1357200.0,58500.0,09-MAR-2020,4.310344827586207
NATIONALUM,28-May-2020,23400.0,23400.0,09-MAR-2020,100.0
NAUKRI,26-Mar-2020,386400.0,7600.0,09-MAR-2020,1.9668737060041408
NAUKRI,30-Apr-2020,3400.0,400.0,09-MAR-2020,11.76470588235294
NCC,26-Mar-2020,36351000.0,-2637000.0,09-MAR-2020,-7.254270859123546
NCC,30-Apr-2020,3744000.0,90000.0,09-MAR-2020,2.403846153846154
NCC,28-May-2020,81000.0,9000.0,09-MAR-2020,11.11111111111111
NESTLEIND,26-Mar-2020,463500.0,-15800.0,09-MAR-2020,-3.4088457389428264
NESTLEIND,30-Apr-2020,4850.0,-500.0,09-MAR-2020,-10.309278350515463
NIITTECH,26-Mar-2020,597750.0,51750.0,09-MAR-2020,8.657465495608532
NIITTECH,30-Apr-2020,6000.0,750.0,09-MAR-2020,12.5
NMDC,26-Mar-2020,29754000.0,-1086000.0,09-MAR-2020,-3.6499294212542854
NMDC,30-Apr-2020,966000.0,120000.0,09-MAR-2020,12.422360248447205
NMDC,28-May-2020,90000.0,12000.0,09-MAR-2020,13.333333333333334
NTPC,26-Mar-2020,57100800.0,-9024000.0,09-MAR-2020,-15.803631472763954
NTPC,30-Apr-2020,1219200.0,120000.0,09-MAR-2020,9.84251968503937
OIL,26-Mar-2020,9608973.0,-795366.0,09-MAR-2020,-8.277325787053414
OIL,30-Apr-2020,367092.0,61182.0,09-MAR-2020,16.666666666666664
ONGC,26-Mar-2020,68752900.0,-4165600.0,09-MAR-2020,-6.058798974297811
ONGC,30-Apr-2020,4464900.0,311600.0,09-MAR-2020,6.978879706152434
ONGC,28-May-2020,274700.0,164000.0,09-MAR-2020,59.70149253731343
PAGEIND,26-Mar-2020,183725.0,825.0,09-MAR-2020,0.4490406858075929
PAGEIND,30-Apr-2020,325.0,25.0,09-MAR-2020,7.6923076923076925
