Time,Identifier,Type,OPTION TYPE,openInterest,changeinOpenInterest,totalTradedVolume,lastPrice,change,impliedVolatility,strikePrice,underlyingValue
10:29:47,7700_CE,CE,ITM,600,75,18,734.5,113.65,0,7700,8480
10:29:47,7800_CE,CE,ITM,6525,-2700,153,645,124.75,0,7800,8480
10:29:47,7900_CE,CE,ITM,7650,3525,73,591.2,123.35,0,7900,8480
10:29:47,8000_CE,CE,ITM,210900,-4875,2719,495,98.95,67.15,8000,8480
10:29:47,8100_CE,CE,ITM,22800,-29025,1646,411,81,73.62,8100,8480
10:29:47,8200_CE,CE,ITM,102450,23475,6511,327.8,59.75,78.52,8200,8480
10:29:47,8300_CE,CE,ITM,203025,64200,18996,254,40.1,82.68,8300,8480
10:29:47,8400_CE,CE,ITM,399150,115875,42981,189.35,25,82.88,8400,8480
10:29:47,8500_CE,CE,OTM,1192950,416850,107867,132.5,8.75,79.88,8500,8480
10:29:47,8600_CE,CE,OTM,674550,328500,70693,87.6,-2.55,78.36,8600,8480
10:29:47,8700_CE,CE,OTM,957750,461250,69408,54.3,-10.1,76.55,8700,8480
10:29:47,8800_CE,CE,OTM,828150,470175,69944,31.7,-16.45,75.6,8800,8480
10:29:47,8900_CE,CE,OTM,387975,149175,30374,18.7,-17.65,76.49,8900,8480
10:29:47,9000_CE,CE,OTM,1822125,428325,74845,11.9,-15.8,80.01,9000,8480
10:29:47,9100_CE,CE,OTM,424650,122175,23269,7.5,-13.25,82.41,9100,8480
10:29:47,9200_CE,CE,OTM,613800,86700,21436,4.7,-11,85.45,9200,8480
10:29:47,7700_PE,PE,OTM,229200,105000,18447,7.75,-69.4,103.62,7700,8480
10:29:47,7800_PE,PE,OTM,462975,133875,32612,11.8,-84.85,99.71,7800,8480
10:29:47,7900_PE,PE,OTM,340275,144075,29945,17.95,-101.4,97.58,7900,8480
10:29:47,8000_PE,PE,OTM,1634475,595575,102403,27.3,-120.85,96.2,8000,8480
10:29:47,8100_PE,PE,OTM,381525,177450,37292,40.85,-139.95,95.01,8100,8480
10:29:47,8200_PE,PE,OTM,634725,403875,54259,60.85,-158.3,94.27,8200,8480
10:29:47,8300_PE,PE,OTM,534750,300375,43464,89.6,-175.05,94.35,8300,8480
10:29:47,8400_PE,PE,OTM,841125,573825,48470,125.45,-189,93.54,8400,8480
10:29:47,8500_PE,PE,ITM,870600,237450,36708,168.8,-204.15,91.86,8500,8480
10:29:47,8600_PE,PE,ITM,174375,80550,7308,224.9,-214.2,90.1,8600,8480
10:29:47,8700_PE,PE,ITM,111450,30900,2810,289.8,-227.1,90.48,8700,8480
10:29:47,8800_PE,PE,ITM,54150,5325,802,360.5,-236.2,92.37,8800,8480
10:29:47,8900_PE,PE,ITM,63900,2700,418,455.25,-231.15,96.98,8900,8480
10:29:47,9000_PE,PE,ITM,236700,1875,1384,545.2,-233.55,102.35,9000,8480
10:29:47,9100_PE,PE,ITM,13425,-1200,97,628.75,-237.45,116.71,9100,8480
10:29:47,9200_PE,PE,ITM,11850,-75,24,761.7,-214.65,170.11,9200,8480
10:32:49,7700_CE,CE,ITM,600,75,18,777.4,156.55,0,7700,8473.05
10:32:49,7800_CE,CE,ITM,6525,-2700,153,645,124.75,0,7800,8473.05
10:32:49,7900_CE,CE,ITM,7650,3525,73,591.2,123.35,0,7900,8473.05
10:32:49,8000_CE,CE,ITM,210900,-4875,2741,494.3,98.25,67.15,8000,8473.05
10:32:49,8100_CE,CE,ITM,22800,-29025,1660,402,72,73.62,8100,8473.05
10:32:49,8200_CE,CE,ITM,102450,23475,6628,331.8,63.75,78.52,8200,8473.05
10:32:49,8300_CE,CE,ITM,203025,64200,19230,260,46.1,82.68,8300,8473.05
10:32:49,8400_CE,CE,ITM,399150,115875,43727,195.5,31.15,82.88,8400,8473.05
10:32:49,8500_CE,CE,OTM,1192950,416850,110411,138.85,15.1,79.88,8500,8473.05
10:32:49,8600_CE,CE,OTM,674550,328500,72403,93.05,2.9,78.36,8600,8473.05
10:32:49,8700_CE,CE,OTM,957750,461250,71197,59.15,-5.25,76.55,8700,8473.05
10:32:49,8800_CE,CE,OTM,828150,470175,71523,34.7,-13.45,75.6,8800,8473.05
10:32:49,8900_CE,CE,OTM,387975,149175,31349,20.45,-15.9,76.49,8900,8473.05
10:32:49,9000_CE,CE,OTM,1804800,411000,76470,13.25,-14.45,80.01,9000,8473.05
10:32:49,9100_CE,CE,OTM,425175,122700,23668,8.05,-12.7,82.41,9100,8473.05
10:32:49,9200_CE,CE,OTM,613800,86700,21619,5.2,-10.5,85.45,9200,8473.05
10:32:49,7700_PE,PE,OTM,226350,102150,18613,7.85,-69.3,103.62,7700,8473.05
10:32:49,7800_PE,PE,OTM,458850,129750,32896,11.65,-85,99.71,7800,8473.05
10:32:49,7900_PE,PE,OTM,360000,163800,30461,17.35,-102,97.58,7900,8473.05
10:32:49,8000_PE,PE,OTM,1643625,604725,104110,26.6,-121.55,96.2,8000,8473.05
10:32:49,8100_PE,PE,OTM,381525,177450,38183,39.5,-141.3,95.01,8100,8473.05
10:32:49,8200_PE,PE,OTM,634725,403875,55157,59.25,-159.9,94.27,8200,8473.05
10:32:49,8300_PE,PE,OTM,534750,300375,45383,86,-178.65,94.35,8300,8473.05
10:32:49,8400_PE,PE,OTM,841125,573825,49512,123,-191.45,93.54,8400,8473.05
10:32:49,8500_PE,PE,ITM,870600,237450,37518,165.95,-207,91.86,8500,8473.05
10:32:49,8600_PE,PE,ITM,174375,80550,7496,220,-219.1,90.1,8600,8473.05
10:32:49,8700_PE,PE,ITM,111450,30900,2850,283.6,-233.3,90.48,8700,8473.05
10:32:49,8800_PE,PE,ITM,54150,5325,814,367.25,-229.45,92.37,8800,8473.05
10:32:49,8900_PE,PE,ITM,63900,2700,483,452.1,-234.3,96.98,8900,8473.05
10:32:49,9000_PE,PE,ITM,236700,1875,1432,540.7,-238.05,102.35,9000,8473.05
10:32:49,9100_PE,PE,ITM,13425,-1200,97,628.75,-237.45,116.71,9100,8473.05
10:32:49,9200_PE,PE,ITM,11850,-75,24,736.75,-239.6,170.11,9200,8473.05
10:35:52,7700_CE,CE,ITM,600,75,19,804.65,183.8,0,7700,8499.3
10:35:52,7800_CE,CE,ITM,6525,-2700,153,708,187.75,0,7800,8499.3
10:35:52,7900_CE,CE,ITM,6525,2400,108,621.3,153.45,97.36,7900,8499.3
10:35:52,8000_CE,CE,ITM,207450,-8325,2825,532.15,136.1,82.21,8000,8499.3
10:35:52,8100_CE,CE,ITM,21450,-30375,1692,445.8,115.8,73.75,8100,8499.3
10:35:52,8200_CE,CE,ITM,100500,21525,7105,367,98.95,82,8200,8499.3
10:35:52,8300_CE,CE,ITM,182400,43575,19898,291.75,77.85,83.71,8300,8499.3
10:35:52,8400_CE,CE,ITM,369525,86250,46744,229.05,64.7,83.27,8400,8499.3
10:35:52,8500_CE,CE,OTM,1152225,376125,120795,172.35,48.6,81.26,8500,8499.3
10:35:52,8600_CE,CE,OTM,658275,312225,79007,123.25,33.1,79.19,8600,8499.3
10:35:52,8700_CE,CE,OTM,921375,424875,78407,83.9,19.5,77.28,8700,8499.3
10:35:52,8800_CE,CE,OTM,840000,482025,77579,54,5.85,75.96,8800,8499.3
10:35:52,8900_CE,CE,OTM,385800,147000,34696,33.45,-2.9,76.41,8900,8499.3
10:35:52,9000_CE,CE,OTM,1742475,348675,82967,20.3,-7.4,79.03,9000,8499.3
10:35:52,9100_CE,CE,OTM,421950,119475,25536,11.75,-9,80.9,9100,8499.3
10:35:52,9200_CE,CE,OTM,611250,84150,22717,6.2,-9.5,84.05,9200,8499.3
10:35:52,7700_PE,PE,OTM,212550,88350,19364,7.6,-69.55,106.98,7700,8499.3
10:35:52,7800_PE,PE,OTM,455475,126375,33998,11.25,-85.4,103.37,7800,8499.3
10:35:52,7900_PE,PE,OTM,355650,159450,32023,17.15,-102.2,100.26,7900,8499.3
10:35:52,8000_PE,PE,OTM,1659675,620775,108716,27.25,-120.9,98.17,8000,8499.3
10:35:52,8100_PE,PE,OTM,393225,189150,40242,40.7,-140.1,95.54,8100,8499.3
10:35:52,8200_PE,PE,OTM,655725,424875,57703,60.65,-158.5,93.84,8200,8499.3
10:35:52,8300_PE,PE,OTM,597000,362625,49743,88.8,-175.85,93.37,8300,8499.3
10:35:52,8400_PE,PE,OTM,891075,623775,53277,125.1,-189.35,92.38,8400,8499.3
10:35:52,8500_PE,PE,ITM,922800,289650,40841,168.9,-204.05,89.28,8500,8499.3
10:35:52,8600_PE,PE,ITM,184050,90225,8187,220.7,-218.4,88.04,8600,8499.3
10:35:52,8700_PE,PE,ITM,112200,31650,3142,279.9,-237,87.47,8700,8499.3
10:35:52,8800_PE,PE,ITM,54225,5400,885,350.45,-246.25,87.96,8800,8499.3
10:35:52,8900_PE,PE,ITM,57525,-3675,601,427.7,-258.7,92,8900,8499.3
10:35:52,9000_PE,PE,ITM,232500,-2325,1509,517.6,-261.15,99.83,9000,8499.3
10:35:52,9100_PE,PE,ITM,13350,-1275,103,620.9,-245.3,73.58,9100,8499.3
10:35:52,9200_PE,PE,ITM,11775,-150,25,708.9,-267.45,134.36,9200,8499.3
10:38:56,7700_CE,CE,ITM,600,75,21,804.65,183.8,0,7700,8496.75
10:38:56,7800_CE,CE,ITM,6525,-2700,155,718,197.75,0,7800,8496.75
10:38:56,7900_CE,CE,ITM,6525,2400,109,621.3,153.45,97.36,7900,8496.75
10:38:56,8000_CE,CE,ITM,207150,-8625,2884,517.5,121.45,82.21,8000,8496.75
10:38:56,8100_CE,CE,ITM,21000,-30825,1734,438.4,108.4,73.75,8100,8496.75
10:38:56,8200_CE,CE,ITM,100500,21525,7263,357.2,89.15,82,8200,8496.75
10:38:56,8300_CE,CE,ITM,183075,44250,20585,287.9,74,83.71,8300,8496.75
10:38:56,8400_CE,CE,ITM,357000,73725,49152,223.85,59.5,83.27,8400,8496.75
10:38:56,8500_CE,CE,OTM,1134150,358050,129099,167.2,43.45,81.26,8500,8496.75
10:38:56,8600_CE,CE,OTM,617850,271800,87389,120.2,30.05,79.19,8600,8496.75
10:38:56,8700_CE,CE,OTM,827700,331200,87863,81.8,17.4,77.28,8700,8496.75
10:38:56,8800_CE,CE,OTM,808125,450150,85465,52.9,4.75,75.96,8800,8496.75
10:38:56,8900_CE,CE,OTM,390300,151500,39650,33.55,-2.8,76.41,8900,8496.75
10:38:56,9000_CE,CE,OTM,1660500,266700,92692,20.65,-7.05,79.03,9000,8496.75
10:38:56,9100_CE,CE,OTM,427200,124725,28938,11.5,-9.25,80.9,9100,8496.75
10:38:56,9200_CE,CE,OTM,625950,98850,24651,6.35,-9.35,84.05,9200,8496.75
10:38:56,7700_PE,PE,OTM,210900,86700,20057,7.85,-69.3,106.98,7700,8496.75
10:38:56,7800_PE,PE,OTM,452925,123825,35229,11.95,-84.7,103.37,7800,8496.75
10:38:56,7900_PE,PE,OTM,338700,142500,33586,18.65,-100.7,100.26,7900,8496.75
10:38:56,8000_PE,PE,OTM,1619775,580875,113472,28.95,-119.2,98.17,8000,8496.75
10:38:56,8100_PE,PE,OTM,393975,189900,42473,42.7,-138.1,95.54,8100,8496.75
10:38:56,8200_PE,PE,OTM,687675,456825,60673,64.45,-154.7,93.84,8200,8496.75
10:38:56,8300_PE,PE,OTM,601275,366900,52833,93.3,-171.35,93.37,8300,8496.75
10:38:56,8400_PE,PE,OTM,900450,633150,56122,131.2,-183.25,92.38,8400,8496.75
10:38:56,8500_PE,PE,ITM,918675,285525,43707,176,-196.95,89.28,8500,8496.75
10:38:56,8600_PE,PE,ITM,192000,98175,8984,230,-209.1,88.04,8600,8496.75
10:38:56,8700_PE,PE,ITM,112275,31725,3391,288.45,-228.45,87.47,8700,8496.75
10:38:56,8800_PE,PE,ITM,55200,6375,1011,356.45,-240.25,87.96,8800,8496.75
10:38:56,8900_PE,PE,ITM,57225,-3975,671,441.55,-244.85,92,8900,8496.75
10:38:56,9000_PE,PE,ITM,228375,-6450,1714,525,-253.75,99.83,9000,8496.75
10:38:56,9100_PE,PE,ITM,13125,-1500,111,621.35,-244.85,73.58,9100,8496.75
10:38:56,9200_PE,PE,ITM,11625,-300,38,717.1,-259.25,134.36,9200,8496.75
10:41:59,7700_CE,CE,ITM,600,75,21,804.65,183.8,0,7700,8498.35
10:41:59,7800_CE,CE,ITM,6525,-2700,155,718,197.75,0,7800,8498.35
10:41:59,7900_CE,CE,ITM,6375,2250,111,610.75,142.9,97.36,7900,8498.35
10:41:59,8000_CE,CE,ITM,207825,-7950,2898,531.2,135.15,82.21,8000,8498.35
10:41:59,8100_CE,CE,ITM,22050,-29775,1752,445.45,115.45,73.75,8100,8498.35
10:41:59,8200_CE,CE,ITM,102750,23775,7348,371.05,103,82,8200,8498.35
10:41:59,8300_CE,CE,ITM,184875,46050,20844,295.05,81.15,83.71,8300,8498.35
10:41:59,8400_CE,CE,ITM,356175,72900,49676,232.15,67.8,83.27,8400,8498.35
10:41:59,8500_CE,CE,OTM,1090350,314250,131820,179.05,55.3,81.26,8500,8498.35
10:41:59,8600_CE,CE,OTM,566850,220800,89742,131,40.85,79.19,8600,8498.35
10:41:59,8700_CE,CE,OTM,743850,247350,91353,90.6,26.2,77.28,8700,8498.35
10:41:59,8800_CE,CE,OTM,804600,446625,87913,59.05,10.9,75.96,8800,8498.35
10:41:59,8900_CE,CE,OTM,388275,149475,41843,36.65,0.3,76.41,8900,8498.35
10:41:59,9000_CE,CE,OTM,1618650,224850,96816,22.75,-4.95,79.03,9000,8498.35
10:41:59,9100_CE,CE,OTM,414825,112350,30137,12.45,-8.3,80.9,9100,8498.35
10:41:59,9200_CE,CE,OTM,635400,108300,25697,7.1,-8.6,84.05,9200,8498.35
10:41:59,7700_PE,PE,OTM,209325,85125,20325,7.55,-69.6,106.98,7700,8498.35
10:41:59,7800_PE,PE,OTM,444225,115125,35697,11,-85.65,103.37,7800,8498.35
10:41:59,7900_PE,PE,OTM,349050,152850,34051,16.95,-102.4,100.26,7900,8498.35
10:41:59,8000_PE,PE,OTM,1617750,578850,115283,27.1,-121.05,98.17,8000,8498.35
10:41:59,8100_PE,PE,OTM,401325,197250,43107,40,-140.8,95.54,8100,8498.35
10:41:59,8200_PE,PE,OTM,685125,454275,61538,58.7,-160.45,93.84,8200,8498.35
10:41:59,8300_PE,PE,OTM,623625,389250,54054,86.25,-178.4,93.37,8300,8498.35
10:41:59,8400_PE,PE,OTM,896625,629325,56941,122.05,-192.4,92.38,8400,8498.35
10:41:59,8500_PE,PE,ITM,929625,296475,44534,165.5,-207.45,89.28,8500,8498.35
10:41:59,8600_PE,PE,ITM,185100,91275,9232,217.05,-222.05,88.04,8600,8498.35
10:41:59,8700_PE,PE,ITM,110475,29925,3443,280,-236.9,87.47,8700,8498.35
10:41:59,8800_PE,PE,ITM,56850,8025,1103,348.45,-248.25,87.96,8800,8498.35
10:41:59,8900_PE,PE,ITM,57075,-4125,692,434.6,-251.8,92,8900,8498.35
10:41:59,9000_PE,PE,ITM,230325,-4500,1733,511.2,-267.55,99.83,9000,8498.35
10:41:59,9100_PE,PE,ITM,13275,-1350,119,615.25,-250.95,73.58,9100,8498.35
10:41:59,9200_PE,PE,ITM,11625,-300,42,703.05,-273.3,134.36,9200,8498.35
10:45:02,7800_CE,CE,ITM,6525,-2700,155,718,197.75,116.09,7800,8502.6
10:45:02,7900_CE,CE,ITM,6375,2250,113,625.55,157.7,90.56,7900,8502.6
10:45:02,8000_CE,CE,ITM,207825,-7950,2920,516.3,120.25,87.82,8000,8502.6
10:45:02,8100_CE,CE,ITM,22050,-29775,1756,427.7,97.7,92.16,8100,8502.6
10:45:02,8200_CE,CE,ITM,102750,23775,7421,348.8,80.75,94.44,8200,8502.6
10:45:02,8300_CE,CE,ITM,184875,46050,21056,282.9,69,95,8300,8502.6
10:45:02,8400_CE,CE,ITM,356175,72900,50250,224.45,60.1,94.66,8400,8502.6
10:45:02,8500_CE,CE,ITM,1090350,314250,134865,170,46.25,94.13,8500,8502.6
10:45:02,8600_CE,CE,OTM,566850,220800,92587,123.65,33.5,92.54,8600,8502.6
10:45:02,8700_CE,CE,OTM,743850,247350,95489,85.85,21.45,90.63,8700,8502.6
10:45:02,8800_CE,CE,OTM,804600,446625,91908,56.45,8.3,88.32,8800,8502.6
10:45:02,8900_CE,CE,OTM,388275,149475,43673,36.05,-0.3,87.56,8900,8502.6
10:45:02,9000_CE,CE,OTM,1618650,224850,99854,22.2,-5.5,87.06,9000,8502.6
10:45:02,9100_CE,CE,OTM,414825,112350,31349,12.3,-8.45,85.32,9100,8502.6
10:45:02,9200_CE,CE,OTM,635400,108300,26504,6.75,-8.95,86.03,9200,8502.6
10:45:02,9300_CE,CE,OTM,393975,35475,14126,3.95,-7.8,87.42,9300,8502.6
10:45:02,7800_PE,PE,OTM,444225,115125,36092,11.4,-85.25,105.83,7800,8502.6
10:45:02,7900_PE,PE,OTM,349050,152850,34469,17.35,-102,103.08,7900,8502.6
10:45:02,8000_PE,PE,OTM,1617750,578850,116990,27,-121.15,101.5,8000,8502.6
10:45:02,8100_PE,PE,OTM,401325,197250,43759,39.75,-141.05,99.21,8100,8502.6
10:45:02,8200_PE,PE,OTM,685125,454275,62496,59.5,-159.65,98.29,8200,8502.6
10:45:02,8300_PE,PE,OTM,623625,389250,55366,87.75,-176.9,97.92,8300,8502.6
10:45:02,8400_PE,PE,OTM,896625,629325,57959,125.9,-188.55,98.48,8400,8502.6
10:45:02,8500_PE,PE,OTM,929625,296475,45824,171.95,-201,97.13,8500,8502.6
10:45:02,8600_PE,PE,ITM,185100,91275,9443,226.35,-212.75,95.86,8600,8502.6
10:45:02,8700_PE,PE,ITM,110475,29925,3551,286.75,-230.15,93.81,8700,8502.6
10:45:02,8800_PE,PE,ITM,56850,8025,1178,357.35,-239.35,93.77,8800,8502.6
10:45:02,8900_PE,PE,ITM,57075,-4125,697,447,-239.4,94.22,8900,8502.6
10:45:02,9000_PE,PE,ITM,230325,-4500,1782,528.05,-250.7,99.82,9000,8502.6
10:45:02,9100_PE,PE,ITM,13275,-1350,119,615.25,-250.95,93.56,9100,8502.6
10:45:02,9200_PE,PE,ITM,12300,375,44,691.35,-285,103.08,9200,8502.6
10:45:02,9300_PE,PE,ITM,6600,150,21,792.9,-271.2,147.06,9300,8502.6
10:48:05,7700_CE,CE,ITM,600,75,22,802.6,181.75,97.75,7700,8487.3
10:48:05,7800_CE,CE,ITM,6525,-2700,155,718,197.75,116.09,7800,8487.3
10:48:05,7900_CE,CE,ITM,6375,2250,113,625.55,157.7,90.56,7900,8487.3
10:48:05,8000_CE,CE,ITM,206925,-8850,3015,488.45,92.4,87.82,8000,8487.3
10:48:05,8100_CE,CE,ITM,21675,-30150,1766,407.45,77.45,92.16,8100,8487.3
10:48:05,8200_CE,CE,ITM,97425,18450,7577,329.95,61.9,94.44,8200,8487.3
10:48:05,8300_CE,CE,ITM,165900,27075,21568,262.95,49.05,95,8300,8487.3
10:48:05,8400_CE,CE,ITM,342375,59100,51096,203.5,39.15,94.66,8400,8487.3
10:48:05,8500_CE,CE,OTM,1094100,318000,139432,151.85,28.1,94.13,8500,8487.3
10:48:05,8600_CE,CE,OTM,556800,210750,96406,109.25,19.1,92.54,8600,8487.3
10:48:05,8700_CE,CE,OTM,678750,182250,99689,74.4,10,90.63,8700,8487.3
10:48:05,8800_CE,CE,OTM,789525,431550,95769,48.1,-0.05,88.32,8800,8487.3
10:48:05,8900_CE,CE,OTM,364950,126150,46268,30.5,-5.85,87.56,8900,8487.3
10:48:05,9000_CE,CE,OTM,1624050,230250,105453,18.4,-9.3,87.06,9000,8487.3
10:48:05,9100_CE,CE,OTM,426000,123525,32591,9.9,-10.85,85.32,9100,8487.3
10:48:05,9200_CE,CE,OTM,634275,107175,28222,5.5,-10.2,86.03,9200,8487.3
10:48:05,7700_PE,PE,OTM,207900,83700,21072,8.75,-68.4,109.62,7700,8487.3
10:48:05,7800_PE,PE,OTM,460350,131250,36782,12.6,-84.05,105.83,7800,8487.3
10:48:05,7900_PE,PE,OTM,359550,163350,35291,18.85,-100.5,103.08,7900,8487.3
10:48:05,8000_PE,PE,OTM,1658100,619200,120475,28.45,-119.7,101.5,8000,8487.3
10:48:05,8100_PE,PE,OTM,440925,236850,45512,42.3,-138.5,99.21,8100,8487.3
10:48:05,8200_PE,PE,OTM,731700,500850,64628,62.85,-156.3,98.29,8200,8487.3
10:48:05,8300_PE,PE,OTM,653250,418875,58137,93.9,-170.75,97.92,8300,8487.3
10:48:05,8400_PE,PE,OTM,905025,637725,59738,134.6,-179.85,98.48,8400,8487.3
10:48:05,8500_PE,PE,ITM,965850,332700,47724,185.15,-187.8,97.13,8500,8487.3
10:48:05,8600_PE,PE,ITM,184125,90300,9768,242.65,-196.45,95.86,8600,8487.3
10:48:05,8700_PE,PE,ITM,110925,30375,3641,307.05,-209.85,93.81,8700,8487.3
10:48:05,8800_PE,PE,ITM,57375,8550,1269,378.25,-218.45,93.77,8800,8487.3
10:48:05,8900_PE,PE,ITM,57600,-3600,710,465.1,-221.3,94.22,8900,8487.3
10:48:05,9000_PE,PE,ITM,226725,-8100,1816,557.5,-221.25,99.82,9000,8487.3
10:48:05,9100_PE,PE,ITM,13275,-1350,119,615.25,-250.95,93.56,9100,8487.3
10:48:05,9200_PE,PE,ITM,12300,375,44,691.35,-285,103.08,9200,8487.3
10:51:07,7700_CE,CE,ITM,600,75,24,764.75,143.9,97.75,7700,8458.6
10:51:07,7800_CE,CE,ITM,6525,-2700,155,718,197.75,116.09,7800,8458.6
10:51:07,7900_CE,CE,ITM,6150,2025,114,578.6,110.75,90.56,7900,8458.6
10:51:07,8000_CE,CE,ITM,205575,-10200,3060,485,88.95,87.82,8000,8458.6
10:51:07,8100_CE,CE,ITM,21675,-30150,1771,395,65,92.16,8100,8458.6
10:51:07,8200_CE,CE,ITM,95775,16800,7723,321,52.95,94.44,8200,8458.6
10:51:07,8300_CE,CE,ITM,171150,32325,22479,252,38.1,95,8300,8458.6
10:51:07,8400_CE,CE,ITM,337050,53775,52269,193.2,28.85,94.66,8400,8458.6
10:51:07,8500_CE,CE,OTM,1097925,321825,144167,144,20.25,94.13,8500,8458.6
10:51:07,8600_CE,CE,OTM,596850,250800,100260,103.5,13.35,92.54,8600,8458.6
10:51:07,8700_CE,CE,OTM,692625,196125,103192,69.9,5.5,90.63,8700,8458.6
10:51:07,8800_CE,CE,OTM,777225,419250,99630,45.05,-3.1,88.32,8800,8458.6
10:51:07,8900_CE,CE,OTM,365400,126600,48596,27.95,-8.4,87.56,8900,8458.6
10:51:07,9000_CE,CE,OTM,1645950,252150,110274,17.25,-10.45,87.06,9000,8458.6
10:51:07,9100_CE,CE,OTM,427425,124950,34093,9.35,-11.4,85.32,9100,8458.6
10:51:07,9200_CE,CE,OTM,636000,108900,29355,5.2,-10.5,86.03,9200,8458.6
10:51:07,7700_PE,PE,OTM,203325,79125,21518,8.75,-68.4,109.62,7700,8458.6
10:51:07,7800_PE,PE,OTM,461400,132300,37732,12.4,-84.25,105.83,7800,8458.6
10:51:07,7900_PE,PE,OTM,357225,161025,36312,18.4,-100.95,103.08,7900,8458.6
10:51:07,8000_PE,PE,OTM,1658325,619425,124268,28.2,-119.95,101.5,8000,8458.6
10:51:07,8100_PE,PE,OTM,449025,244950,46704,41.65,-139.15,99.21,8100,8458.6
10:51:07,8200_PE,PE,OTM,738300,507450,67465,63.05,-156.1,98.29,8200,8458.6
10:51:07,8300_PE,PE,OTM,654225,419850,60274,94.25,-170.4,97.92,8300,8458.6
10:51:07,8400_PE,PE,OTM,908025,640725,62315,135.3,-179.15,98.48,8400,8458.6
10:51:07,8500_PE,PE,ITM,964275,331125,49672,185,-187.95,97.13,8500,8458.6
10:51:07,8600_PE,PE,ITM,185025,91200,10334,244.75,-194.35,95.86,8600,8458.6
10:51:07,8700_PE,PE,ITM,110175,29625,3778,313,-203.9,93.81,8700,8458.6
10:51:07,8800_PE,PE,ITM,56700,7875,1322,388.75,-207.95,93.77,8800,8458.6
10:51:07,8900_PE,PE,ITM,57600,-3600,721,465.1,-221.3,94.22,8900,8458.6
10:51:07,9000_PE,PE,ITM,225750,-9075,1854,555.65,-223.1,99.82,9000,8458.6
10:51:07,9100_PE,PE,ITM,13125,-1500,121,654,-212.2,93.56,9100,8458.6
10:51:07,9200_PE,PE,ITM,12300,375,44,691.35,-285,103.08,9200,8458.6
10:54:11,7700_CE,CE,ITM,600,75,25,764.75,143.9,108.25,7700,8478.2
10:54:11,7800_CE,CE,ITM,6525,-2700,155,718,197.75,157.57,7800,8478.2
10:54:11,7900_CE,CE,ITM,6150,2025,114,578.6,110.75,98.31,7900,8478.2
10:54:11,8000_CE,CE,ITM,205725,-10050,3101,502,105.95,76.35,8000,8478.2
10:54:11,8100_CE,CE,ITM,21675,-30150,1775,410,80,87.14,8100,8478.2
10:54:11,8200_CE,CE,ITM,96300,17325,7774,333,64.95,85.21,8200,8478.2
10:54:11,8300_CE,CE,ITM,171375,32550,22730,264.25,50.35,85.65,8300,8478.2
10:54:11,8400_CE,CE,ITM,336225,52950,52687,203,38.65,87.3,8400,8478.2
10:54:11,8500_CE,CE,OTM,1105425,329325,146138,151.95,28.2,88.21,8500,8478.2
10:54:11,8600_CE,CE,OTM,593925,247875,101543,109.4,19.25,88.87,8600,8478.2
10:54:11,8700_CE,CE,OTM,695850,199350,104528,74.15,9.75,87.94,8700,8478.2
10:54:11,8800_CE,CE,OTM,778350,420375,101580,48.15,0,86.8,8800,8478.2
10:54:11,8900_CE,CE,OTM,369225,130425,49565,30.45,-5.9,86.21,8900,8478.2
10:54:11,9000_CE,CE,OTM,1641825,248025,112048,18.4,-9.3,86.49,9000,8478.2
10:54:11,9100_CE,CE,OTM,434475,132000,34596,10.1,-10.65,85.79,9100,8478.2
10:54:11,9200_CE,CE,OTM,637800,110700,29812,5.5,-10.2,86.27,9200,8478.2
10:54:11,7700_PE,PE,OTM,200550,76350,21791,8.35,-68.8,108.4,7700,8478.2
10:54:11,7800_PE,PE,OTM,464775,135675,38037,11.65,-85,103.59,7800,8478.2
10:54:11,7900_PE,PE,OTM,354675,158475,36612,17.6,-101.75,100.15,7900,8478.2
10:54:11,8000_PE,PE,OTM,1675950,637050,125805,27.6,-120.55,97.41,8000,8478.2
10:54:11,8100_PE,PE,OTM,448650,244575,47290,40.4,-140.4,94.81,8100,8478.2
10:54:11,8200_PE,PE,OTM,751125,520275,68514,60.5,-158.65,93.74,8200,8478.2
10:54:11,8300_PE,PE,OTM,669150,434775,61151,90,-174.65,94.27,8300,8478.2
10:54:11,8400_PE,PE,OTM,904650,637350,63214,130,-184.45,95.93,8400,8478.2
10:54:11,8500_PE,PE,ITM,965025,331875,50433,178.3,-194.65,96.4,8500,8478.2
10:54:11,8600_PE,PE,ITM,188925,95100,10422,237.05,-202.05,96.66,8600,8478.2
10:54:11,8700_PE,PE,ITM,109200,28650,3787,302.15,-214.75,97.15,8700,8478.2
10:54:11,8800_PE,PE,ITM,56250,7425,1340,376.8,-219.9,93.91,8800,8478.2
10:54:11,8900_PE,PE,ITM,57675,-3525,723,461.05,-225.35,86.61,8900,8478.2
10:54:11,9000_PE,PE,ITM,226350,-8475,1928,544.55,-234.2,104.69,9000,8478.2
10:54:11,9100_PE,PE,ITM,13125,-1500,121,654,-212.2,96.93,9100,8478.2
10:54:11,9200_PE,PE,ITM,12000,75,50,736.2,-240.15,0,9200,8478.2
10:57:13,7700_CE,CE,ITM,600,75,25,764.75,143.9,108.25,7700,8465.75
10:57:13,7800_CE,CE,ITM,6525,-2700,155,718,197.75,157.57,7800,8465.75
10:57:13,7900_CE,CE,ITM,6150,2025,114,578.6,110.75,98.31,7900,8465.75
